2022-11-30 2:18:11 PM | Jennifer Rollins | FAIL | 892
2022-11-30 2:18:13 PM | Christine Taylor | SUCCESS | 150
2022-11-30 2:18:15 PM | Jamie Thomas | SUCCESS | 502
2022-11-30 2:18:17 PM | Justin Wagner | FAIL | 076
2022-11-30 2:18:19 PM | Derek Clay | SUCCESS | 489
2022-11-30 2:18:21 PM | Jason Meza | SUCCESS | 679
2022-11-30 2:18:23 PM | Jill Summers | SUCCESS | 734
2022-11-30 2:18:25 PM | Christina Ortega | FAIL | 524
2022-11-30 2:18:27 PM | Mary Willis | SUCCESS | 154
2022-11-30 2:18:29 PM | Scott Paul | SUCCESS | 321
2022-11-30 2:18:31 PM | Ariana Mcdonald | FAIL | 508
2022-11-30 2:18:33 PM | Rebecca Cox | SUCCESS | 642
2022-11-30 2:18:35 PM | Carlos Jones | FAIL | 641
2022-11-30 2:18:37 PM | Christopher Maldonado | SUCCESS | 518
2022-11-30 2:18:39 PM | Michael Thompson | SUCCESS | 168
2022-11-30 2:18:41 PM | Molly Farley | FAIL | 798
2022-11-30 2:18:43 PM | Scott Nelson | SUCCESS | 158
2022-11-30 2:18:45 PM | Rhonda Ross | FAIL | 362
2022-11-30 2:18:47 PM | Anthony Hernandez | SUCCESS | 713
2022-11-30 2:18:49 PM | James Pruitt | FAIL | 924
2022-11-30 2:18:51 PM | Gregory Bonilla | FAIL | 105
2022-11-30 2:18:53 PM | Joseph Russell | SUCCESS | 402
2022-11-30 2:18:55 PM | Sarah Gordon | SUCCESS | 073
2022-11-30 2:18:57 PM | Mary Willis | FAIL | 046
2022-11-30 2:18:59 PM | Brent Brown | SUCCESS | 135
2022-11-30 2:19:01 PM | Tiffany Burns | FAIL | 598
2022-11-30 2:19:03 PM | Mary Willis | SUCCESS | 082
2022-11-30 2:19:05 PM | Mary Willis | FAIL | 485
2022-11-30 2:19:07 PM | Ashlee Moss | FAIL | 148
2022-11-30 2:19:09 PM | Mary Willis | FAIL | 481
2022-11-30 2:19:11 PM | Ryan Aguilar | SUCCESS | 752
2022-11-30 2:19:13 PM | Andrea White | SUCCESS | 641
2022-11-30 2:19:15 PM | Dylan Burns | FAIL | 501
2022-11-30 2:19:17 PM | Jennifer James | SUCCESS | 195
2022-11-30 2:19:19 PM | Robert Smith | FAIL | 795
2022-11-30 2:19:21 PM | Robert Perez | FAIL | 680
2022-11-30 2:19:23 PM | Mallory Baker | FAIL | 280
2022-11-30 2:19:25 PM | Michael Dickerson | SUCCESS | 296
2022-11-30 2:19:27 PM | Mark Lopez | FAIL | 418
2022-11-30 2:19:29 PM | Christopher Mendoza | FAIL | 576
2022-11-30 2:19:31 PM | Jonathan Edwards | SUCCESS | 720
2022-11-30 2:19:33 PM | Maria Anderson | FAIL | 749
2022-11-30 2:19:35 PM | Roger Horne | FAIL | 512
2022-11-30 2:19:37 PM | Joseph Barron | SUCCESS | 367
2022-11-30 2:19:39 PM | Misty Gonzales | SUCCESS | 128
2022-11-30 2:19:41 PM | Alec Carter | SUCCESS | 859
2022-11-30 2:19:43 PM | Jerry Wells | FAIL | 543
2022-11-30 2:19:45 PM | Jerry Oneal | FAIL | 513
2022-11-30 2:19:47 PM | Richard Bond | SUCCESS | 946
2022-11-30 2:19:49 PM | Zachary House | FAIL | 169
2022-11-30 2:19:51 PM | Cathy Ali | SUCCESS | 153
2022-11-30 2:19:53 PM | Jonathan Bishop | SUCCESS | 210
2022-11-30 2:19:55 PM | Laura Stevens | SUCCESS | 176
2022-11-30 2:19:57 PM | Nancy Nielsen | FAIL | 839
2022-11-30 2:19:59 PM | Michael Santos | FAIL | 458
2022-11-30 2:20:01 PM | Gina Rocha | SUCCESS | 436
2022-11-30 2:20:03 PM | Anthony Jones | SUCCESS | 267
2022-11-30 2:20:05 PM | Traci Valencia | SUCCESS | 058
2022-11-30 2:20:07 PM | Courtney Rush | FAIL | 259
2022-11-30 2:20:09 PM | Randy James | FAIL | 162
2022-11-30 2:20:11 PM | Mary Willis | SUCCESS | 952
2022-11-30 2:20:13 PM | Michael Lawrence | FAIL | 284
2022-11-30 2:20:15 PM | Kenneth Hayden | SUCCESS | 702
2022-11-30 2:20:17 PM | Kathy Wilson | FAIL | 852
2022-11-30 2:20:19 PM | Vicki Jenkins | SUCCESS | 910
2022-11-30 2:20:21 PM | Ian Pratt | FAIL | 231
2022-11-30 2:20:23 PM | James Sanchez | FAIL | 751
2022-11-30 2:20:25 PM | Mary Willis | SUCCESS | 348
2022-11-30 2:20:27 PM | Shannon Clark | FAIL | 364
2022-11-30 2:20:29 PM | Anthony Smith | SUCCESS | 910
2022-11-30 2:20:31 PM | Anthony Green | SUCCESS | 239
2022-11-30 2:20:33 PM | Jenna Austin | SUCCESS | 897
2022-11-30 2:20:35 PM | Joshua Madden | FAIL | 480
2022-11-30 2:20:37 PM | William Vazquez | SUCCESS | 106
2022-11-30 2:20:39 PM | Stephanie Lowe | FAIL | 546
2022-11-30 2:20:41 PM | Melissa Pearson | FAIL | 269
2022-11-30 2:20:43 PM | Christopher Wright | SUCCESS | 753
2022-11-30 2:20:45 PM | Lori Morgan | FAIL | 689
2022-11-30 2:20:47 PM | Teresa Espinoza | SUCCESS | 045
2022-11-30 2:20:49 PM | Cathy Hines | FAIL | 203
2022-11-30 2:20:51 PM | Jim Wood | SUCCESS | 170
2022-11-30 2:20:53 PM | Latoya Chavez | FAIL | 564
2022-11-30 2:20:55 PM | Bridget Norman | SUCCESS | 932
2022-11-30 2:20:57 PM | Jacqueline Campbell | SUCCESS | 798
2022-11-30 2:20:59 PM | Edward Gonzalez | FAIL | 048
2022-11-30 2:21:01 PM | Clayton Adams | FAIL | 896
2022-11-30 2:21:03 PM | Geoffrey Palmer | SUCCESS | 538
2022-11-30 2:21:05 PM | Brandon Chavez | FAIL | 034
2022-11-30 2:21:07 PM | Nancy Williams | SUCCESS | 928
2022-11-30 2:21:09 PM | Natalie Morgan | SUCCESS | 157
2022-11-30 2:21:11 PM | Mark Villarreal | SUCCESS | 380
2022-11-30 2:21:13 PM | Lisa Miller | SUCCESS | 527
2022-11-30 2:21:15 PM | Darryl King | FAIL | 890
2022-11-30 2:21:17 PM | Jeffrey Hernandez | FAIL | 156
2022-11-30 2:21:19 PM | Mathew Davis | SUCCESS | 485
2022-11-30 2:21:21 PM | Jose Reed | SUCCESS | 543
2022-11-30 2:21:23 PM | Corey Davis | SUCCESS | 904
2022-11-30 2:21:25 PM | William King | SUCCESS | 758
2022-11-30 2:21:27 PM | Kayla Moran | FAIL | 801
2022-11-30 2:21:29 PM | Dylan Bell | SUCCESS | 067
2022-11-30 2:21:31 PM | Vicki Elliott | SUCCESS | 943
2022-11-30 2:21:33 PM | Veronica Lloyd | FAIL | 263
2022-11-30 2:21:35 PM | Sharon Singleton | SUCCESS | 109
2022-11-30 2:21:37 PM | Melinda Taylor | SUCCESS | 694
2022-11-30 2:21:39 PM | Erica Banks | SUCCESS | 491
2022-11-30 2:21:41 PM | Janet Jones | SUCCESS | 642
2022-11-30 2:21:43 PM | Janet Glenn | FAIL | 429
2022-11-30 2:21:45 PM | Kimberly Moody | FAIL | 013
2022-11-30 2:21:47 PM | Alan Green | FAIL | 613
2022-11-30 2:21:49 PM | Richard Perry | FAIL | 834
2022-11-30 2:21:51 PM | Mary Willis | SUCCESS | 182
2022-11-30 2:21:53 PM | Paul Olsen | SUCCESS | 976
2022-11-30 2:21:55 PM | Steven Parker | FAIL | 708
2022-11-30 2:21:57 PM | Michael Hughes | SUCCESS | 706
2022-11-30 2:21:59 PM | Max Melton | SUCCESS | 198
2022-11-30 2:22:01 PM | Stephanie Lambert | SUCCESS | 468
2022-11-30 2:22:03 PM | Heather Morgan | FAIL | 364
2022-11-30 2:22:05 PM | Donald Martinez | SUCCESS | 578
2022-11-30 2:22:07 PM | Mary Willis | SUCCESS | 705
2022-11-30 2:22:09 PM | Jeremy Hall | FAIL | 072
2022-11-30 2:22:11 PM | Brian Leon | FAIL | 816
2022-11-30 2:22:13 PM | Christopher Ward | SUCCESS | 845
2022-11-30 2:22:15 PM | Michelle Ballard | FAIL | 152
2022-11-30 2:22:17 PM | Emily Ross | SUCCESS | 296
2022-11-30 2:22:19 PM | Michaela Olsen | FAIL | 679
2022-11-30 2:22:21 PM | David Nelson | FAIL | 760
2022-11-30 2:22:23 PM | James Young | SUCCESS | 847
2022-11-30 2:22:25 PM | Mary Willis | SUCCESS | 482
2022-11-30 2:22:27 PM | Susan Lee | SUCCESS | 372
2022-11-30 2:22:29 PM | Eric Smith | SUCCESS | 864
2022-11-30 2:22:31 PM | Curtis Rasmussen | FAIL | 875
2022-11-30 2:22:33 PM | David Martin | FAIL | 602
2022-11-30 2:22:35 PM | Bryan Wiggins | SUCCESS | 065
2022-11-30 2:22:37 PM | Allison Orr | SUCCESS | 935
2022-11-30 2:22:39 PM | Daniel Morris | SUCCESS | 357
2022-11-30 2:22:41 PM | Barbara Reyes | FAIL | 758
2022-11-30 2:22:43 PM | Ray Jones | SUCCESS | 245
2022-11-30 2:22:45 PM | Jessica Ortiz | SUCCESS | 613
2022-11-30 2:22:47 PM | Marisa West | SUCCESS | 132
2022-11-30 2:22:49 PM | Maxwell Serrano | SUCCESS | 471
2022-11-30 2:22:51 PM | Tara Lawson | SUCCESS | 194
2022-11-30 2:22:53 PM | Micheal Savage | FAIL | 297
2022-11-30 2:22:55 PM | Mary Willis | FAIL | 825
2022-11-30 2:22:57 PM | Christopher Delacruz | FAIL | 985
2022-11-30 2:22:59 PM | Robert Taylor | SUCCESS | 471
2022-11-30 2:23:01 PM | Jackson Harris | SUCCESS | 908
2022-11-30 2:23:03 PM | Kimberly Thompson | SUCCESS | 560
2022-11-30 2:23:05 PM | Katherine Tucker | SUCCESS | 936
2022-11-30 2:23:07 PM | Jessica Poole | FAIL | 138
2022-11-30 2:23:09 PM | Nina Henry | SUCCESS | 296
2022-11-30 2:23:11 PM | Joseph Mcdonald | FAIL | 780
2022-11-30 2:23:13 PM | Christopher Carpenter | FAIL | 140
2022-11-30 2:23:15 PM | Stephen Lambert | SUCCESS | 583
2022-11-30 2:23:17 PM | Cynthia Miller | FAIL | 785
2022-11-30 2:23:19 PM | Miss Michelle Walton | FAIL | 695
2022-11-30 2:23:21 PM | David Mckenzie | SUCCESS | 091
2022-11-30 2:23:23 PM | Julie West | SUCCESS | 359
2022-11-30 2:23:25 PM | Kelly Clayton | FAIL | 384
2022-11-30 2:23:27 PM | Carol Ramirez | SUCCESS | 217
2022-11-30 2:23:29 PM | Blake Snyder | FAIL | 183
2022-11-30 2:23:31 PM | David Gardner | FAIL | 857
2022-11-30 2:23:33 PM | Sarah Hawkins | FAIL | 834
2022-11-30 2:23:35 PM | Kayla Palmer | FAIL | 635
2022-11-30 2:23:37 PM | Nancy Chavez | FAIL | 652
2022-11-30 2:23:39 PM | Zachary Barajas | SUCCESS | 764
2022-11-30 2:23:41 PM | Nicole Brown | SUCCESS | 674
2022-11-30 2:23:43 PM | Mary Willis | SUCCESS | 142
2022-11-30 2:23:45 PM | William Miller | SUCCESS | 956
2022-11-30 2:23:47 PM | Nicholas Compton | SUCCESS | 491
2022-11-30 2:23:49 PM | Holly Barrera | SUCCESS | 975
2022-11-30 2:23:51 PM | Kellie Browning | FAIL | 914
2022-11-30 2:23:53 PM | Collin Mason | FAIL | 568
2022-11-30 2:23:55 PM | Alexander Williamson | FAIL | 783
2022-11-30 2:23:57 PM | Joel Morrison | SUCCESS | 802
2022-11-30 2:23:59 PM | Robert Henderson | FAIL | 503
2022-11-30 2:24:01 PM | Sydney Olson | FAIL | 085
2022-11-30 2:24:03 PM | Jared Eaton | FAIL | 694
2022-11-30 2:24:05 PM | Madison Camacho | SUCCESS | 873
2022-11-30 2:24:07 PM | Kyle Bryant | FAIL | 450
2022-11-30 2:24:09 PM | Michael Dean | SUCCESS | 850
2022-11-30 2:24:11 PM | Leah George | FAIL | 503
2022-11-30 2:24:13 PM | Jessica Moore | SUCCESS | 543
2022-11-30 2:24:15 PM | Rodney Vega | FAIL | 354
2022-11-30 2:24:17 PM | Ryan Jones | FAIL | 873
2022-11-30 2:24:19 PM | Tina Pena | FAIL | 719
2022-11-30 2:24:21 PM | Tina Benjamin | SUCCESS | 706
2022-11-30 2:24:23 PM | Nicole Martin | SUCCESS | 643
2022-11-30 2:24:25 PM | Samantha Miller | FAIL | 865
2022-11-30 2:24:27 PM | Ashley Strickland | SUCCESS | 678
2022-11-30 2:24:29 PM | Jonathan Powell | FAIL | 510
2022-11-30 2:24:31 PM | Jennifer Morris | FAIL | 231
2022-11-30 2:24:33 PM | Bailey Hernandez | SUCCESS | 205
2022-11-30 2:24:35 PM | Jasmine Coleman | SUCCESS | 872
2022-11-30 2:24:37 PM | Kyle Tran | FAIL | 491
2022-11-30 2:24:39 PM | Edwin Taylor | FAIL | 502
2022-11-30 2:24:41 PM | Megan Curtis | FAIL | 913
2022-11-30 2:24:43 PM | Michele Bass | FAIL | 658
2022-11-30 2:24:45 PM | Brandi Olson | SUCCESS | 625
2022-11-30 2:24:47 PM | Jennifer King | FAIL | 918
2022-11-30 2:24:49 PM | Alyssa Moody | FAIL | 091
2022-11-30 2:24:51 PM | Christopher Wells | SUCCESS | 641
2022-11-30 2:24:53 PM | Christina Burch | FAIL | 402
2022-11-30 2:24:55 PM | Gail Juarez | SUCCESS | 143
2022-11-30 2:24:57 PM | Mckenzie Bruce | FAIL | 276
2022-11-30 2:24:59 PM | James Cook | SUCCESS | 491
2022-11-30 2:25:01 PM | Leslie Brown | FAIL | 219
2022-11-30 2:25:03 PM | Jennifer Johnson | FAIL | 081
2022-11-30 2:25:05 PM | Kimberly Davis | FAIL | 850
2022-11-30 2:25:07 PM | Derrick Johnston | FAIL | 935
2022-11-30 2:25:09 PM | Carolyn Parker | SUCCESS | 549
2022-11-30 2:25:11 PM | Shannon Lane | FAIL | 258
2022-11-30 2:25:13 PM | Andrea Saunders | SUCCESS | 798
2022-11-30 2:25:15 PM | Kayla Romero | FAIL | 806
2022-11-30 2:25:17 PM | Michael Lewis | FAIL | 472
2022-11-30 2:25:19 PM | Elizabeth Randolph | SUCCESS | 851
2022-11-30 2:25:21 PM | Mary Willis | FAIL | 426
2022-11-30 2:25:23 PM | Manuel Sanchez | FAIL | 429
2022-11-30 2:25:25 PM | Jorge Jackson | SUCCESS | 301
2022-11-30 2:25:27 PM | Frank Wilson | FAIL | 832
2022-11-30 2:25:29 PM | Melissa Thompson | SUCCESS | 394
2022-11-30 2:25:31 PM | Stacey Castro | SUCCESS | 720
2022-11-30 2:25:33 PM | Jennifer Walton | FAIL | 367
2022-11-30 2:25:35 PM | Robert Chen | FAIL | 248
2022-11-30 2:25:37 PM | Alyssa Burke | FAIL | 917
2022-11-30 2:25:39 PM | Melinda Pham | FAIL | 715
2022-11-30 2:25:41 PM | Felicia Ellis | FAIL | 621
2022-11-30 2:25:43 PM | Lisa Morales | FAIL | 532
2022-11-30 2:25:45 PM | Andrew Powell | FAIL | 709
2022-11-30 2:25:47 PM | Jesse Vance | SUCCESS | 692
2022-11-30 2:25:49 PM | Richard Henderson | FAIL | 619
2022-11-30 2:25:51 PM | Michelle Jones | SUCCESS | 946
2022-11-30 2:25:53 PM | Javier Nunez | FAIL | 259
2022-11-30 2:25:55 PM | Aaron Burnett | SUCCESS | 056
2022-11-30 2:25:57 PM | Mary Hart | SUCCESS | 319
2022-11-30 2:25:59 PM | Natalie Mooney | SUCCESS | 064
2022-11-30 2:26:01 PM | Denise Webb | FAIL | 328
2022-11-30 2:26:03 PM | Mary Willis | FAIL | 824
2022-11-30 2:26:05 PM | Robin James | SUCCESS | 478
2022-11-30 2:26:07 PM | Diana Howell | FAIL | 968
2022-11-30 2:26:09 PM | Richard Schmidt | SUCCESS | 523
2022-11-30 2:26:11 PM | Kristen Hodges | SUCCESS | 189
2022-11-30 2:26:13 PM | Danielle Hawkins | FAIL | 957
2022-11-30 2:26:15 PM | Christopher Wilson | SUCCESS | 915
2022-11-30 2:26:17 PM | Mark Dudley | FAIL | 804
2022-11-30 2:26:19 PM | Anthony Lopez | FAIL | 583
2022-11-30 2:26:21 PM | Peggy White | SUCCESS | 391
2022-11-30 2:26:23 PM | Kenneth Valentine | FAIL | 780
2022-11-30 2:26:25 PM | William Benton | SUCCESS | 360
2022-11-30 2:26:27 PM | Nicole Mclaughlin | SUCCESS | 934
2022-11-30 2:26:29 PM | Jennifer Anderson | SUCCESS | 472
2022-11-30 2:26:31 PM | Joseph Ruiz | FAIL | 750
2022-11-30 2:26:33 PM | Corey Vang | FAIL | 648
2022-11-30 2:26:35 PM | David Donovan | FAIL | 981
2022-11-30 2:26:37 PM | William James | FAIL | 280
2022-11-30 2:26:39 PM | Charles Holland | SUCCESS | 617
2022-11-30 2:26:41 PM | Kevin Edwards | FAIL | 416
2022-11-30 2:26:43 PM | James Brown | SUCCESS | 590
2022-11-30 2:26:45 PM | Katie Montgomery | FAIL | 361
2022-11-30 2:26:47 PM | Karen Arroyo | FAIL | 135
2022-11-30 2:26:49 PM | Jerry Hill | FAIL | 831
2022-11-30 2:26:51 PM | Mary Willis | FAIL | 793
2022-11-30 2:26:53 PM | Nancy Perez | SUCCESS | 586
2022-11-30 2:26:55 PM | Donna Small | SUCCESS | 358
2022-11-30 2:26:57 PM | Christopher Mckee | FAIL | 930
2022-11-30 2:26:59 PM | Daniel Flores | SUCCESS | 203
2022-11-30 2:27:01 PM | Amanda Tapia | FAIL | 708
2022-11-30 2:27:03 PM | Kelsey Warner | FAIL | 162
2022-11-30 2:27:05 PM | Denise Ramirez | SUCCESS | 472
2022-11-30 2:27:07 PM | Tonya Hopkins | FAIL | 792
2022-11-30 2:27:09 PM | Thomas Gomez | FAIL | 491
2022-11-30 2:27:11 PM | Scott Reyes | FAIL | 490
2022-11-30 2:27:13 PM | Christian Anthony | SUCCESS | 519
2022-11-30 2:27:15 PM | Jeremiah Tran | FAIL | 052
2022-11-30 2:27:17 PM | Brad Frye | FAIL | 384
2022-11-30 2:27:19 PM | Nathan Thomas | SUCCESS | 380
2022-11-30 2:27:21 PM | Jamie Boyer | SUCCESS | 056
2022-11-30 2:27:23 PM | Leah Conley | SUCCESS | 516
2022-11-30 2:27:25 PM | Pamela Hayes | FAIL | 967
2022-11-30 2:27:27 PM | Nicholas Young | FAIL | 635
2022-11-30 2:27:29 PM | Emma Freeman | FAIL | 579
2022-11-30 2:27:31 PM | Joseph Weaver | FAIL | 316
2022-11-30 2:27:33 PM | Thomas Foster | FAIL | 467
2022-11-30 2:27:35 PM | Mary Willis | FAIL | 581
2022-11-30 2:27:37 PM | Anne Wilson | FAIL | 832
2022-11-30 2:27:39 PM | Amy Butler | SUCCESS | 925
2022-11-30 2:27:41 PM | Timothy Stark | SUCCESS | 423
2022-11-30 2:27:43 PM | Katherine Davis | SUCCESS | 578
2022-11-30 2:27:45 PM | Michele Suarez | SUCCESS | 198
2022-11-30 2:27:47 PM | Allen Lewis | SUCCESS | 364
2022-11-30 2:27:49 PM | William Brady | SUCCESS | 065
2022-11-30 2:27:51 PM | Anthony Delgado | FAIL | 927
2022-11-30 2:27:53 PM | Nicole Williamson | FAIL | 803
2022-11-30 2:27:55 PM | Stephanie Smith | FAIL | 630
2022-11-30 2:27:57 PM | Corey Jones | FAIL | 197
2022-11-30 2:27:59 PM | Carlos Nguyen | FAIL | 825
2022-11-30 2:28:01 PM | Dennis Santiago | SUCCESS | 127
2022-11-30 2:28:03 PM | Shelly Contreras | SUCCESS | 674
2022-11-30 2:28:05 PM | Mary Willis | SUCCESS | 691
2022-11-30 2:28:07 PM | James Smith | SUCCESS | 620
2022-11-30 2:28:09 PM | Tonya Dillon | SUCCESS | 587
2022-11-30 2:28:11 PM | Michele Armstrong | SUCCESS | 439
2022-11-30 2:28:13 PM | Ronald Meza | SUCCESS | 420
2022-11-30 2:28:15 PM | Stacy Bryant | FAIL | 109
2022-11-30 2:28:17 PM | Timothy Thompson | SUCCESS | 978
2022-11-30 2:28:19 PM | Christina Perez | SUCCESS | 265
2022-11-30 2:28:21 PM | Jessica Lopez | FAIL | 124
2022-11-30 2:28:23 PM | Samantha Scott | SUCCESS | 824
2022-11-30 2:28:25 PM | Edwin Jones | FAIL | 852
2022-11-30 2:28:27 PM | William Hunt | FAIL | 812
2022-11-30 2:28:29 PM | Katherine Ortiz | FAIL | 491
2022-11-30 2:28:31 PM | Jose Guerrero | FAIL | 408
2022-11-30 2:28:33 PM | Mary Willis | FAIL | 824
2022-11-30 2:28:35 PM | Cynthia Ray | SUCCESS | 357
2022-11-30 2:28:37 PM | Elizabeth Baker | SUCCESS | 469
2022-11-30 2:28:39 PM | Anna Harris | SUCCESS | 698
2022-11-30 2:28:41 PM | Brittany Mason | FAIL | 149
2022-11-30 2:28:43 PM | Jimmy Heath | SUCCESS | 125
2022-11-30 2:28:45 PM | Vincent Gonzalez | FAIL | 780
2022-11-30 2:28:47 PM | Christopher Mcdaniel | SUCCESS | 709
2022-11-30 2:28:49 PM | James Riley | SUCCESS | 943
2022-11-30 2:28:51 PM | Rick Sanford | SUCCESS | 078
2022-11-30 2:28:53 PM | Nathan Adams | FAIL | 479
2022-11-30 2:28:55 PM | Aaron Dyer | FAIL | 354
2022-11-30 2:28:57 PM | Nicole Cook | FAIL | 869
2022-11-30 2:28:59 PM | Cathy Pruitt | SUCCESS | 453
2022-11-30 2:29:01 PM | Shannon Long | FAIL | 026
2022-11-30 2:29:03 PM | Andrew Shaw | FAIL | 197
2022-11-30 2:29:05 PM | Janice Davidson | FAIL | 354
2022-11-30 2:29:07 PM | Mark Copeland | FAIL | 046
2022-11-30 2:29:09 PM | Jessica Barber | SUCCESS | 751
2022-11-30 2:29:11 PM | Hayley Rhodes | FAIL | 369
2022-11-30 2:29:13 PM | Brooke Thompson | SUCCESS | 843
2022-11-30 2:29:15 PM | Shawn Baldwin | FAIL | 324
2022-11-30 2:29:17 PM | Vincent Arnold | FAIL | 275
2022-11-30 2:29:19 PM | Brian Maynard | FAIL | 982
2022-11-30 2:29:21 PM | Donna Dixon | SUCCESS | 045
2022-11-30 2:29:23 PM | Mary Willis | FAIL | 824
2022-11-30 2:29:25 PM | Evan Lewis | FAIL | 982
2022-11-30 2:29:27 PM | Mary Willis | FAIL | 183
2022-11-30 2:29:29 PM | Joy Davis | FAIL | 025
2022-11-30 2:29:31 PM | Taylor Oconnor | SUCCESS | 540
2022-11-30 2:29:33 PM | Amy Carroll | SUCCESS | 809
2022-11-30 2:29:35 PM | Matthew Greer | SUCCESS | 048
2022-11-30 2:29:37 PM | Mary Willis | FAIL | 820
2022-11-30 2:29:39 PM | Ricky Riley | SUCCESS | 590
2022-11-30 2:29:41 PM | Robert Collins | FAIL | 691
2022-11-30 2:29:43 PM | Eduardo West | SUCCESS | 412
2022-11-30 2:29:45 PM | Gregory Fleming | FAIL | 692
2022-11-30 2:29:47 PM | Kaitlin Walker | FAIL | 961
2022-11-30 2:29:49 PM | Andrew Briggs | SUCCESS | 126
2022-11-30 2:29:51 PM | Richard Martinez | FAIL | 625
2022-11-30 2:29:53 PM | Amy Hansen | FAIL | 874
2022-11-30 2:29:55 PM | Ethan Thomas | FAIL | 417
2022-11-30 2:29:57 PM | Joshua Bentley | FAIL | 790
2022-11-30 2:29:59 PM | Paul Miller | SUCCESS | 406
2022-11-30 2:30:01 PM | Lauren Holmes | FAIL | 049
2022-11-30 2:30:03 PM | Briana Ortiz | FAIL | 068
2022-11-30 2:30:05 PM | Krista Richardson | FAIL | 984
2022-11-30 2:30:07 PM | Elizabeth Davis | SUCCESS | 928
2022-11-30 2:30:09 PM | Debra Gamble | FAIL | 357
2022-11-30 2:30:11 PM | Dominique Love | FAIL | 215
2022-11-30 2:30:13 PM | Mary Willis | FAIL | 587
2022-11-30 2:30:15 PM | Erika Kim | SUCCESS | 137
2022-11-30 2:30:17 PM | Robert Miller | FAIL | 643
2022-11-30 2:30:19 PM | James Valentine | FAIL | 764
2022-11-30 2:30:21 PM | Cynthia Smith | FAIL | 218
2022-11-30 2:30:23 PM | Heather Green | SUCCESS | 539
2022-11-30 2:30:25 PM | Stephen Cohen | SUCCESS | 564
2022-11-30 2:30:27 PM | Sheena Rodriguez | SUCCESS | 649
2022-11-30 2:30:29 PM | Mary Willis | FAIL | 827
